	4275	4277	4279	4280	4280a	4281
ENSG00000160959	456	636	686	601	586	451
ENSG00000160961	1217	1649	881	684	552	1078
ENSG00000160963	0	1	13	1	3	1
ENSG00000160972	626	653	430	399	408	576
ENSG00000160973	1	3	1	2	4	3
ENSG00000160991	4208	6930	4494	4067	3504	4643
ENSG00000160993	113	130	135	110	124	181
ENSG00000160994	0	0	0	0	0	0
ENSG00000160999	923	1236	373	555	571	1526
ENSG00000161010	472	541	704	708	579	268
ENSG00000161011	28548	42109	19337	23792	26629	49263
ENSG00000161013	4460	7047	3130	3368	3327	6938
ENSG00000161016	34065	39795	46810	53825	63700	40673
ENSG00000161021	2119	3072	1885	2328	1836	1308
ENSG00000161031	15	60	21	12	23	44
ENSG00000161036	1306	1450	1594	1727	1809	1175
ENSG00000161040	102	120	31	38	30	111
ENSG00000161048	31	22	33	58	68	17
ENSG00000161055	82	2	1	1	0	83
ENSG00000161057	1734	1903	2083	2242	2604	1811
ENSG00000161082	9	17	7	9	12	11
ENSG00000161091	1916	2337	1710	2230	2381	2942
ENSG00000161103	0	0	0	0	1	0
ENSG00000161132	1	0	1	0	0	1
ENSG00000161133	12	22	16	11	23	7
ENSG00000161149	5	4	5	3	4	9
ENSG00000161179	364	514	538	740	915	453
ENSG00000161180	13	18	20	25	23	6
ENSG00000161202	3040	5488	3916	3013	2503	2720
ENSG00000161203	2090	3483	2335	2534	2542	2521
ENSG00000161204	1727	2101	2534	2603	2515	1970
ENSG00000161217	2498	2842	2645	3169	2844	3196
ENSG00000161243	0	1	1	3	1	1
ENSG00000161249	7	6	18	25	20	6
ENSG00000161265	214	173	185	192	190	216
ENSG00000161267	234	256	280	321	303	113
ENSG00000161270	139	286	139	93	90	91
ENSG00000161277	54	46	19	39	32	32
ENSG00000161281	0	0	0	0	0	1
ENSG00000161298	66	72	85	69	78	36
ENSG00000161328	98	155	169	143	148	59
ENSG00000161381	580	298	422	566	466	171
ENSG00000161395	346	348	543	627	680	409
ENSG00000161405	1829	2582	3634	3343	2708	1610
ENSG00000161509	3	2	2	3	5	2
ENSG00000161513	24	20	24	30	39	27
ENSG00000161526	2213	2141	2457	3315	3439	2488
ENSG00000161533	961	1430	770	788	732	670
ENSG00000161542	314	420	274	261	328	436
ENSG00000161544	24	31	31	38	22	16
ENSG00000161547	6053	6087	6605	7601	8112	8493
ENSG00000161551	193	152	152	175	152	83
ENSG00000161558	289	265	342	382	368	181
ENSG00000161594	0	1	1	1	0	0
ENSG00000161609	0	3	3	1	1	2
ENSG00000161610	8	15	2	6	7	19
ENSG00000161618	224	287	382	354	384	211
ENSG00000161634	0	0	0	0	0	0
ENSG00000161638	6488	9435	7187	5612	5016	4901
ENSG00000161640	0	2	0	0	0	0
ENSG00000161642	1860	3496	2474	2190	2167	2818
ENSG00000161643	1	11	1	1	1	0
ENSG00000161647	0	2	1	1	1	1
ENSG00000161649	0	0	0	0	1	0
ENSG00000161652	0	0	0	0	0	0
ENSG00000161653	27	48	37	42	56	30
ENSG00000161654	282	297	327	439	527	271
ENSG00000161664	3	4	2	3	1	2
ENSG00000161671	802	1002	1110	990	993	722
ENSG00000161677	49	45	61	78	89	71
ENSG00000161681	21	21	31	9	14	3
ENSG00000161682	18	18	7	14	14	9
ENSG00000161692	18	29	28	20	15	11
ENSG00000161714	166	206	92	129	109	109
ENSG00000161791	1113	2134	1574	866	733	690
ENSG00000161798	0	0	0	0	0	1
ENSG00000161800	109	109	88	165	147	72
ENSG00000161807	0	0	0	0	0	0
ENSG00000161813	320	362	462	542	486	216
ENSG00000161835	1514	1683	2074	1786	2061	1627
ENSG00000161847	813	1120	803	681	512	378
ENSG00000161849	0	0	0	0	0	0
ENSG00000161850	1	0	0	0	0	0
ENSG00000161860	160	153	164	195	175	151
ENSG00000161888	3	2	0	3	4	3
ENSG00000161896	0	2	0	0	0	0
ENSG00000161904	3512	3723	3942	4129	3966	3243
ENSG00000161905	2	18	1	4	0	2
ENSG00000161911	180	124	21	20	9	54
ENSG00000161912	129	97	148	115	128	99
ENSG00000161914	85	111	95	143	162	100
ENSG00000161920	169	217	87	96	124	279
ENSG00000161921	13297	12723	3210	3492	3361	15886
ENSG00000161929	45	197	111	43	42	51
ENSG00000161939	0	0	0	0	0	0
ENSG00000161940	2	3	8	5	7	2
ENSG00000161944	70	152	53	29	44	98
ENSG00000161955	19	39	22	10	14	34
ENSG00000161956	149	209	184	187	205	97
ENSG00000161958	36	48	50	56	31	17
ENSG00000161960	802	927	739	667	601	428
ENSG00000161970	424	292	476	494	548	484
ENSG00000161973	10	10	13	25	16	4
ENSG00000161980	69	88	93	150	191	95
ENSG00000161981	163	229	144	224	256	156
ENSG00000161992	0	0	0	1	0	2
ENSG00000161996	363	468	730	677	586	298
ENSG00000161999	617	729	736	677	732	438
ENSG00000162004	27	36	78	70	60	50
ENSG00000162006	1	2	3	0	0	1
ENSG00000162009	0	0	0	0	0	0
ENSG00000162032	3164	3270	3581	4129	4622	4998
ENSG00000162039	0	0	0	1	1	1
ENSG00000162040	4	5	0	4	7	5
ENSG00000162062	3	1	0	1	1	2
ENSG00000162063	32	35	61	43	45	26
ENSG00000162065	16	39	40	42	40	12
ENSG00000162066	777	760	604	785	930	1192
ENSG00000162068	0	0	0	1	0	0
ENSG00000162069	3	7	3	0	1	4
ENSG00000162073	22	27	28	25	20	23
ENSG00000162076	98	121	100	134	140	103
ENSG00000162078	6	6	4	2	5	1
ENSG00000162086	448	557	488	528	479	233
ENSG00000162104	133	263	413	213	161	185
ENSG00000162105	4	1	3	1	3	2
ENSG00000162129	33	68	79	75	58	38
ENSG00000162139	1036	1215	1622	1446	1272	867
ENSG00000162144	848	1375	855	751	806	818
ENSG00000162148	152	184	178	206	206	153
ENSG00000162174	61	164	39	22	31	105
ENSG00000162188	3	1	4	1	3	3
ENSG00000162191	4127	4490	4928	5974	7103	6472
ENSG00000162194	261	233	327	314	303	143
ENSG00000162222	380	430	385	579	532	239
ENSG00000162227	264	276	376	335	410	284
ENSG00000162231	8217	10395	9126	7919	7067	8254
ENSG00000162236	2287	2858	3026	3278	3243	2336
ENSG00000162241	271	254	262	277	208	121
ENSG00000162244	22765	25064	28597	36411	41183	24174
ENSG00000162267	2	7	3	3	4	3
ENSG00000162298	2930	3637	4127	3579	3046	2338
ENSG00000162300	867	948	832	966	908	1069
ENSG00000162302	280	478	297	269	278	286
ENSG00000162337	15	19	25	13	11	9
ENSG00000162341	400	611	385	383	395	599
ENSG00000162344	0	0	0	2	0	0
ENSG00000162365	0	0	0	0	1	0
ENSG00000162366	24	31	39	30	27	18
ENSG00000162367	55	93	43	20	25	56
ENSG00000162368	1958	2495	2859	3130	3352	2382
ENSG00000162373	108	117	104	91	114	37
ENSG00000162374	0	1	0	0	1	0
ENSG00000162377	22	26	36	45	43	20
ENSG00000162378	622	798	672	778	679	438
ENSG00000162383	3	3	43	50	65	19
ENSG00000162384	290	328	448	455	463	301
ENSG00000162385	570	730	634	698	869	1129
ENSG00000162390	0	1	2	3	2	1
ENSG00000162391	0	0	0	0	0	0
ENSG00000162396	14	16	13	24	23	9
ENSG00000162398	1	0	9	8	4	7
ENSG00000162399	0	1	0	0	0	0
ENSG00000162402	5663	6559	9013	7784	6137	2500
ENSG00000162407	311	296	143	271	260	352
ENSG00000162408	1157	1105	1509	1257	1167	663
ENSG00000162409	1	0	0	1	0	0
ENSG00000162413	3176	3561	2142	1983	1898	2655
ENSG00000162415	22	44	104	111	122	37
ENSG00000162419	340	460	360	363	368	529
ENSG00000162426	2	8	4	1	6	9
ENSG00000162430	1154	1254	911	886	726	368
ENSG00000162433	94	169	89	95	125	177
ENSG00000162434	10396	11599	11480	11926	10032	6796
ENSG00000162437	9	30	32	66	42	18
ENSG00000162438	162	211	124	90	102	237
ENSG00000162441	269	362	263	282	281	260
ENSG00000162444	13	51	18	9	23	62
ENSG00000162456	1	1	0	0	1	0
ENSG00000162458	0	0	0	1	1	0
ENSG00000162460	3	1	0	0	2	2
ENSG00000162461	102	127	83	53	60	72
ENSG00000162482	60	37	83	115	93	35
ENSG00000162490	4	3	18	44	38	27
ENSG00000162493	0	0	0	0	1	0
ENSG00000162494	0	0	0	0	0	0
ENSG00000162496	2238	2746	3324	3703	3753	2206
ENSG00000162510	109	84	128	87	102	60
ENSG00000162511	81018	109487	56378	60306	61526	76900
ENSG00000162512	19	26	68	26	29	16
ENSG00000162517	1011	1157	935	1297	1433	1438
ENSG00000162520	0	1	0	2	0	0
ENSG00000162521	2394	2510	2883	3145	2866	1452
ENSG00000162522	100	143	184	227	150	94
ENSG00000162526	1	3	4	5	5	8
ENSG00000162542	137	184	255	340	391	139
ENSG00000162543	23	29	36	19	22	17
ENSG00000162545	60	71	122	143	174	101
ENSG00000162551	787	1021	92	136	126	463
ENSG00000162552	0	3	0	0	0	0
ENSG00000162571	12	9	19	8	2	5
ENSG00000162572	150	121	163	162	130	72
ENSG00000162576	68	37	51	42	38	16
ENSG00000162585	689	933	661	675	754	784
ENSG00000162591	866	970	864	1044	968	392
ENSG00000162592	0	0	0	2	1	1
ENSG00000162594	5	15	6	2	4	5
ENSG00000162595	1	0	0	0	0	0
ENSG00000162598	0	1	0	0	1	10
ENSG00000162599	32	18	50	60	64	38
ENSG00000162600	102	88	78	136	124	72
ENSG00000162601	2569	2790	3621	3376	2944	1602
ENSG00000162604	226	191	305	268	252	239
ENSG00000162607	1109	1233	1455	1740	1899	1050
ENSG00000162613	2732	3643	3547	5185	4591	1444
ENSG00000162614	185	240	202	126	121	92
ENSG00000162616	239	239	336	266	279	290
ENSG00000162618	1	0	0	0	0	0
ENSG00000162620	0	0	1	0	1	1
ENSG00000162621	0	0	0	0	1	0
ENSG00000162623	153	163	240	219	249	145
ENSG00000162624	0	0	0	0	0	0
ENSG00000162627	0	1	5	2	2	1
ENSG00000162630	1	3	2	10	13	1
ENSG00000162631	0	3	17	16	12	6
ENSG00000162636	559	828	837	636	593	416
ENSG00000162639	91	93	181	147	144	178
ENSG00000162641	0	0	0	0	1	0
ENSG00000162642	1169	1276	1250	1198	1253	1660
ENSG00000162643	3	2	13	14	12	6
ENSG00000162645	15331	24003	16163	27579	26655	38510
ENSG00000162650	104	105	139	106	96	113
ENSG00000162654	6823	10413	9637	15171	13986	9644
ENSG00000162664	1833	1925	2481	2642	2505	1640
ENSG00000162669	0	0	0	2	1	0
ENSG00000162670	0	0	0	0	0	0
ENSG00000162676	429	450	1102	1053	1081	736
ENSG00000162685	0	0	1	0	1	0
ENSG00000162687	0	0	0	0	0	0
ENSG00000162688	585	688	1169	1041	872	505
ENSG00000162692	1	4	38	29	20	14
ENSG00000162694	26	36	33	36	47	27
ENSG00000162695	1380	1534	1959	1959	1813	1090
ENSG00000162699	0	0	0	0	0	0
ENSG00000162702	2377	3029	1682	1755	1635	2494
ENSG00000162704	3944	5600	1923	2895	3415	5788
ENSG00000162706	1	1	0	1	2	0
ENSG00000162711	1451	3143	1146	528	579	2010
ENSG00000162714	1237	738	702	565	593	231
ENSG00000162722	35	54	18	12	16	17
ENSG00000162723	15	1	82	8	15	100
ENSG00000162727	0	0	0	0	0	0
ENSG00000162728	1	1	1	2	2	0
ENSG00000162729	351	505	580	865	883	419
ENSG00000162733	200	253	415	376	335	162
ENSG00000162734	905	1467	1697	1187	1228	1080
ENSG00000162735	461	655	573	602	617	578
ENSG00000162736	1516	1790	1579	1591	1407	1421
ENSG00000162738	4	8	5	1	4	5
ENSG00000162739	356	457	610	924	902	355
ENSG00000162745	1	0	0	1	0	1
ENSG00000162746	8	9	8	7	11	19
ENSG00000162747	1729	3312	816	1962	1937	4809
ENSG00000162753	0	1	3	1	0	0
ENSG00000162755	1	1	2	9	5	5
ENSG00000162757	47	70	53	96	95	36
ENSG00000162761	0	1	0	0	0	1
ENSG00000162763	0	0	0	0	1	0
ENSG00000162769	337	530	424	484	433	439
ENSG00000162771	15	45	47	13	14	50
ENSG00000162772	902	1672	1675	707	764	1855
ENSG00000162775	1440	1648	2254	1872	1682	1088
ENSG00000162777	1228	1670	2141	2366	1881	581
ENSG00000162779	14	10	12	18	8	9
ENSG00000162782	0	0	1	1	0	0
ENSG00000162783	9495	22108	7456	7121	8237	29894
ENSG00000162804	970	1029	927	2567	2161	428
ENSG00000162813	84	87	110	159	177	79
ENSG00000162814	0	1	0	1	3	0
ENSG00000162817	2	11	11	12	10	6
ENSG00000162819	1754	1954	2036	2207	2085	2286
ENSG00000162825	80	88	79	68	72	70
ENSG00000162836	824	724	243	294	243	859
ENSG00000162840	0	2	0	0	1	1
ENSG00000162843	9	14	12	19	5	3
ENSG00000162849	0	4	1	1	1	2
ENSG00000162851	164	173	252	194	218	170
ENSG00000162852	1754	1839	1857	2299	2224	1223
ENSG00000162869	531	616	644	686	668	517
ENSG00000162873	0	1	0	1	1	0
ENSG00000162877	7	4	10	3	5	2
ENSG00000162878	0	0	0	2	2	0
ENSG00000162881	86	129	17	6	15	70
ENSG00000162882	5	18	10	8	4	5
ENSG00000162885	92	91	99	122	104	26
ENSG00000162888	0	0	1	0	0	3
ENSG00000162889	11191	16983	8231	7779	7908	15172
ENSG00000162891	1	0	1	1	1	0
ENSG00000162892	0	0	1	0	1	1
ENSG00000162894	2708	2489	2666	4253	3668	997
ENSG00000162896	1	5	4	0	4	1
ENSG00000162897	1	0	0	0	1	0
ENSG00000162909	1411	2249	2914	2889	2907	1762
ENSG00000162910	790	994	1129	1191	1312	1504
ENSG00000162913	3	4	13	8	3	2
ENSG00000162923	13337	15818	16225	20183	18937	13767
ENSG00000162924	2399	4516	4646	3854	2353	1506
ENSG00000162927	19	50	39	29	48	35
ENSG00000162928	333	432	354	484	514	363
ENSG00000162929	10	17	19	13	13	18
ENSG00000162931	1	4	7	3	1	0
ENSG00000162944	0	0	0	0	0	2
ENSG00000162946	180	167	119	365	310	65
ENSG00000162947	0	0	0	1	0	0
ENSG00000162949	3	1	0	0	0	0
ENSG00000162951	0	0	0	1	0	0
ENSG00000162959	158	193	162	175	156	115
ENSG00000162961	213	293	239	422	468	347
ENSG00000162971	534	617	745	721	661	331
ENSG00000162972	95	116	102	158	200	105
ENSG00000162975	0	0	0	0	1	0
ENSG00000162976	84	95	189	230	220	107
ENSG00000162980	406	587	578	573	598	394
ENSG00000162981	0	0	0	1	0	0
ENSG00000162989	0	0	0	3	1	0
ENSG00000162992	0	1	0	0	0	0
ENSG00000162994	51	54	64	51	47	29
ENSG00000162997	32	25	67	51	37	47
ENSG00000162998	0	0	0	1	4	0
ENSG00000162999	2	0	2	0	2	2
ENSG00000163001	962	1111	1455	1815	2084	1066
ENSG00000163002	93	81	132	147	168	102
ENSG00000163006	51	59	50	72	77	43
ENSG00000163009	0	0	2	1	3	1
ENSG00000163012	0	1	0	0	0	0
ENSG00000163013	204	147	280	289	266	71
ENSG00000163016	3	0	5	1	6	0
ENSG00000163017	2	2	2	2	1	2
ENSG00000163026	150	145	170	225	210	66
ENSG00000163029	476	581	736	639	610	348
ENSG00000163032	0	0	0	0	0	0
ENSG00000163040	13	13	24	14	15	11
ENSG00000163041	9725	13620	4476	4882	5308	14157
ENSG00000163046	1	0	0	0	0	0
ENSG00000163050	1503	1800	1443	1456	1409	1547
ENSG00000163053	5	13	10	18	12	9
ENSG00000163060	0	0	0	0	0	0
ENSG00000163064	0	0	0	0	0	0
ENSG00000163069	41	52	57	98	95	26
ENSG00000163071	6	13	12	9	11	5
ENSG00000163072	11	15	9	5	11	5
ENSG00000163075	0	0	0	1	0	0
ENSG00000163081	0	0	0	0	1	0
ENSG00000163082	152	334	161	294	238	37
ENSG00000163083	3	4	2	3	8	21
ENSG00000163092	3	1	1	3	3	2
ENSG00000163093	6	4	13	8	7	7
ENSG00000163098	0	0	0	0	0	0
ENSG00000163104	462	494	660	586	541	207
ENSG00000163106	0	1	1	2	0	7
ENSG00000163110	491	955	371	429	452	1204
ENSG00000163114	0	0	0	0	0	0
ENSG00000163116	0	1	0	2	1	0
ENSG00000163121	8	15	2	9	17	15
ENSG00000163125	1278	1342	1654	1982	1529	500
ENSG00000163126	28	27	34	43	39	6
ENSG00000163131	3605	7340	3557	3807	4492	7066
ENSG00000163132	2	1	3	1	2	0
ENSG00000163138	26	56	91	50	55	32
ENSG00000163141	83	67	69	56	45	54
ENSG00000163145	0	0	0	2	0	0
ENSG00000163154	29	39	18	46	38	33
ENSG00000163155	23	29	33	65	86	23
ENSG00000163156	856	971	950	964	1080	1064
ENSG00000163157	0	0	0	0	0	0
ENSG00000163159	336	399	391	482	506	393
ENSG00000163161	1603	1566	2361	2208	2149	1009
ENSG00000163162	8870	11563	9265	10883	11003	9817
ENSG00000163166	1048	1069	1225	1483	1431	832
ENSG00000163170	23	18	34	40	38	35
ENSG00000163171	4824	7227	4642	8085	7859	10094
ENSG00000163191	3192	3378	774	1256	1377	2950
ENSG00000163202	0	0	0	0	0	0
ENSG00000163206	1	0	0	0	0	0
ENSG00000163207	0	0	2	0	0	0
ENSG00000163209	0	0	0	0	0	0
ENSG00000163214	407	382	642	467	419	215
ENSG00000163216	0	0	0	0	0	0
ENSG00000163217	0	0	0	0	0	0
ENSG00000163218	0	0	0	0	0	1
ENSG00000163219	2667	3598	3577	4411	4386	4424
ENSG00000163220	7970	25511	1963	8087	9380	28937
ENSG00000163221	812	2651	201	550	540	2691
ENSG00000163235	77	59	40	23	32	34
ENSG00000163239	8	8	3	3	4	15
ENSG00000163249	414	586	428	388	380	473
ENSG00000163251	15	24	18	12	13	28
ENSG00000163254	0	0	0	0	0	0
ENSG00000163257	855	982	1239	1205	1207	728
ENSG00000163263	20	12	14	14	5	15
ENSG00000163273	0	1	0	0	1	1
ENSG00000163281	225	226	364	446	436	163
ENSG00000163283	1	1	0	0	2	1
ENSG00000163285	0	0	0	0	0	0
ENSG00000163286	0	0	0	2	1	0
ENSG00000163288	0	1	0	0	0	0
ENSG00000163291	168	214	284	273	297	170
ENSG00000163293	7	1	2	4	4	25
ENSG00000163295	0	0	0	0	0	0
ENSG00000163297	2546	3688	810	1054	1058	1645
ENSG00000163312	711	896	961	1165	1242	656
ENSG00000163319	143	251	137	323	403	181
ENSG00000163320	3650	4253	3727	4756	4607	3580
ENSG00000163322	161	207	193	269	279	183
ENSG00000163328	441	400	337	531	474	221
ENSG00000163331	0	0	0	1	0	0
ENSG00000163344	72	152	144	185	237	139
ENSG00000163346	7304	9828	8345	7517	8257	5573
ENSG00000163347	20	11	1	1	4	2
ENSG00000163348	1477	1768	1606	1598	1430	839
ENSG00000163349	8551	11158	10475	9529	7701	5456
ENSG00000163352	2	1	1	1	1	1
ENSG00000163354	15	9	28	28	22	20
ENSG00000163357	131	252	66	90	98	305
ENSG00000163359	7	7	22	17	13	2
ENSG00000163362	31	177	13	14	24	23
ENSG00000163364	0	0	0	0	0	0
ENSG00000163374	3674	3983	4001	4431	3586	2247
ENSG00000163376	370	588	520	244	253	275
ENSG00000163377	0	2	0	0	1	0
ENSG00000163378	222	239	284	202	203	163
ENSG00000163380	0	1	0	0	0	1
ENSG00000163382	189	191	275	359	373	201
ENSG00000163389	352	366	612	524	471	328
ENSG00000163393	237	404	275	522	520	207
ENSG00000163394	0	0	0	0	0	0
ENSG00000163395	0	0	3	2	2	2
ENSG00000163399	6687	10254	8242	8392	8043	4818
ENSG00000163406	9	11	9	13	9	14
ENSG00000163412	1707	2734	1925	2696	2674	2012
ENSG00000163421	72	114	72	132	134	134
ENSG00000163424	0	0	1	0	0	0
ENSG00000163428	937	947	1363	1787	1729	661
ENSG00000163430	5	2	5	3	2	4
ENSG00000163431	0	1	0	1	0	0
ENSG00000163435	144	184	182	160	124	91
ENSG00000163440	0	0	0	0	0	0
ENSG00000163444	3125	3486	3544	3467	3464	2400
ENSG00000163449	14	12	17	26	28	5
ENSG00000163453	4	20	24	21	42	43
ENSG00000163462	27	27	54	66	54	28
ENSG00000163463	74	52	98	88	70	29
ENSG00000163464	3071	3089	155	313	289	2400
ENSG00000163466	15071	15821	14932	14629	13639	16878
ENSG00000163467	0	0	1	0	1	0
ENSG00000163468	1025	1253	1402	1534	1727	1013
ENSG00000163472	71	66	87	78	85	76
ENSG00000163479	5789	7402	6768	8786	10092	8590
ENSG00000163481	547	647	601	825	948	572
ENSG00000163482	98	154	156	125	102	137
ENSG00000163485	0	3	0	2	0	0
ENSG00000163491	4	3	8	8	8	5
ENSG00000163492	15	57	89	60	46	21
ENSG00000163497	0	0	0	0	0	0
ENSG00000163499	0	0	0	0	0	0
ENSG00000163501	0	0	0	2	0	1
ENSG00000163507	61	88	123	129	127	64
ENSG00000163508	104	118	592	484	517	441
ENSG00000163510	1062	1012	1066	1145	1065	756
ENSG00000163512	684	978	765	847	890	913
ENSG00000163513	5162	6664	5363	5505	4957	2718
ENSG00000163515	0	0	2	2	0	0
ENSG00000163516	3273	3171	3533	3028	2910	3356
ENSG00000163517	108	127	86	128	125	82
ENSG00000163518	0	0	0	0	1	1
ENSG00000163519	1230	1150	1527	2443	2288	1100
ENSG00000163520	51	47	33	50	34	15
ENSG00000163521	100	180	66	69	71	173
ENSG00000163527	2816	3736	3974	4703	4843	2550
ENSG00000163528	55	70	71	109	125	66
ENSG00000163530	1	0	0	0	0	0
ENSG00000163531	0	2	6	2	2	4
ENSG00000163534	48	108	141	67	64	30
ENSG00000163535	14	24	20	24	23	18
ENSG00000163536	2	3	4	3	5	2
ENSG00000163539	1504	1710	2150	1588	1356	946
ENSG00000163541	761	999	1126	1323	1319	1038
ENSG00000163545	787	1267	434	298	258	820
ENSG00000163554	1	4	0	4	5	0
ENSG00000163558	1011	1113	1253	1273	1163	713
ENSG00000163563	2538	3975	718	1769	1660	3407
ENSG00000163564	374	395	1051	1295	1303	454
ENSG00000163565	2598	2847	4518	6351	5812	2704
ENSG00000163568	184	231	290	345	344	187
ENSG00000163576	7	16	6	19	20	12
ENSG00000163577	131	163	324	399	375	200
ENSG00000163581	0	0	0	0	0	0
ENSG00000163584	306	444	545	552	812	672
ENSG00000163586	0	0	0	0	1	0
ENSG00000163590	23	40	76	51	73	29
ENSG00000163596	17	23	27	25	40	11
ENSG00000163597	2330	2596	3073	4108	4312	3811
ENSG00000163599	224	202	225	291	283	138
ENSG00000163600	630	670	715	1015	935	486
ENSG00000163602	2713	3611	2635	3486	3722	3848
ENSG00000163605	2786	3365	2531	3049	3393	4411
ENSG00000163606	71	103	99	164	129	68
ENSG00000163607	209	219	255	382	376	138
ENSG00000163608	1325	1572	1685	1593	1657	1101
ENSG00000163611	190	181	298	281	286	133
ENSG00000163612	0	0	0	0	0	0
ENSG00000163617	92	65	124	63	59	36
ENSG00000163618	3	0	0	1	5	0
ENSG00000163623	1	1	2	0	0	0
ENSG00000163624	12	30	33	28	17	17
ENSG00000163625	514	886	197	263	220	361
ENSG00000163626	570	665	683	869	856	584
ENSG00000163629	222	219	360	206	171	73
ENSG00000163630	0	0	1	0	1	0
ENSG00000163631	4	4	3	9	13	0
ENSG00000163632	0	0	0	0	1	0
ENSG00000163633	33	41	42	65	51	34
ENSG00000163634	306	346	408	610	725	348
ENSG00000163635	1969	2112	3062	3371	2474	1109
ENSG00000163636	2427	2836	2913	3104	3356	2855
ENSG00000163637	6	0	5	8	6	3
ENSG00000163638	0	0	1	1	0	0
ENSG00000163644	2391	2728	3783	5028	5046	2059
ENSG00000163645	5	7	17	6	7	2
ENSG00000163646	0	0	0	2	0	0
ENSG00000163655	1056	1165	1347	1913	2005	800
ENSG00000163659	2903	3454	4091	4192	4082	2698
ENSG00000163660	20021	19787	22597	19018	16286	24769
ENSG00000163661	24	120	40	267	248	141
ENSG00000163666	6	4	5	6	5	6
ENSG00000163673	8	5	11	9	5	1
ENSG00000163681	973	1169	1095	1112	916	651
ENSG00000163682	24927	22221	23676	28653	41227	24593
ENSG00000163683	169	243	273	402	485	274
ENSG00000163684	284	408	388	460	380	310
ENSG00000163686	20	56	48	56	50	45
ENSG00000163687	8	12	14	6	7	3
ENSG00000163689	0	0	1	0	0	0
ENSG00000163694	810	1159	333	402	365	848
ENSG00000163697	7	23	30	14	14	14
ENSG00000163701	57	45	61	64	84	21
ENSG00000163702	30	19	21	35	23	14
ENSG00000163703	91	92	86	168	135	51
ENSG00000163704	193	314	260	280	280	142
ENSG00000163705	0	0	1	1	4	1
ENSG00000163710	0	1	0	4	5	0
ENSG00000163714	2474	2515	3192	3204	3007	1758
ENSG00000163719	2890	4611	2496	2878	3102	3971
ENSG00000163728	502	486	817	798	702	330
ENSG00000163734	33	33	13	14	18	32
ENSG00000163735	65	59	11	6	8	40
ENSG00000163736	2147	1521	487	307	407	1108
ENSG00000163737	2165	1514	461	226	237	759
ENSG00000163738	56	77	54	53	65	49
ENSG00000163739	243	242	109	265	260	486
ENSG00000163743	826	1015	997	1126	1177	960
ENSG00000163746	0	3	0	1	1	1
ENSG00000163749	0	0	0	0	4	0
ENSG00000163751	7	37	29	10	8	56
ENSG00000163754	402	566	876	1254	1410	862
ENSG00000163755	1072	1506	1108	1004	897	957
ENSG00000163762	0	0	0	0	0	0
ENSG00000163781	2346	2607	2715	2031	1837	1205
ENSG00000163785	788	913	1025	1183	1130	872
ENSG00000163788	4602	5652	3856	4809	4306	3009
ENSG00000163792	0	0	0	0	0	0
ENSG00000163793	0	2	0	0	0	1
ENSG00000163794	77	75	95	129	151	94
ENSG00000163795	451	520	641	750	702	516
ENSG00000163798	500	642	639	615	641	407
ENSG00000163803	71	171	46	48	70	87
ENSG00000163806	36	33	38	39	32	25
ENSG00000163807	611	578	629	495	513	748
ENSG00000163808	14	10	11	25	17	10
ENSG00000163810	0	1	0	1	0	0
ENSG00000163811	715	770	1047	1115	1058	410
ENSG00000163812	1281	1867	1038	1326	1239	1434
ENSG00000163814	46	31	75	33	24	49
ENSG00000163815	0	0	1	3	1	1
ENSG00000163817	32	17	37	32	28	12
ENSG00000163818	447	423	614	473	481	292
ENSG00000163820	870	1023	1602	1882	1430	373
ENSG00000163823	1308	914	680	1593	1455	658
ENSG00000163825	0	0	0	0	0	1
ENSG00000163827	11	21	13	8	5	11
ENSG00000163832	58	56	80	96	79	43
ENSG00000163833	0	0	0	1	1	1
ENSG00000163840	1248	1283	1353	1992	1792	1280
ENSG00000163848	1934	2287	2210	2808	2606	1450
ENSG00000163864	29	23	24	27	27	8
ENSG00000163866	717	932	880	1054	1160	717
ENSG00000163867	468	494	541	453	498	551
ENSG00000163870	528	622	333	646	773	614
ENSG00000163872	1250	1599	1692	1885	1642	1181
ENSG00000163873	0	0	0	0	0	0
ENSG00000163874	5927	8713	4857	4138	3848	8781
ENSG00000163875	635	686	679	772	817	391
ENSG00000163877	1026	1106	1172	1126	1190	1330
ENSG00000163879	15	15	17	21	9	1
ENSG00000163882	251	336	443	545	643	433
ENSG00000163884	8	4	4	2	1	2
ENSG00000163885	0	0	0	0	0	0
ENSG00000163888	1	2	3	3	2	1
ENSG00000163898	2	1	0	0	1	0
